"country","Date","flu_cases","dengue_cases","life_expectancy"
United States,"2007-07-22","699",,
Sweden,"2012-10-21","3",,
Netherlands,"2010-07-25","12",,
Canada,"2011-04-03","1348",,
Paraguay,"2014-08-31","325",,
Russia,"2003-09-28",NA,,
Chile,"2007-09-16","8",,
South Africa,"2004-07-25",NA,,
Japan,"2012-09-23","10",,
Ukraine,"2003-12-28",NA,,
United States,"2006-11-12","1758",,
Romania,"2014-03-16","966",,
France,"2010-11-28","45",,
Norway,"2013-04-28","45",,
Uruguay,"2008-02-17","75",,
Netherlands,"2008-03-16","35",,
Austria,"2010-10-24","609",,
Argentina,"2009-04-19","138","0.817",
Argentina,"2008-05-11","197","0.029",
Netherlands,"2015-08-09","12",,
Canada,"2009-03-08","2609",,
Romania,"2009-11-01","988",,
Belgium,"2014-08-24","21",,
Paraguay,"2010-08-22","292",,
South Africa,"2009-01-04","1783",,
South Africa,"2004-08-08",NA,,
Australia,"2013-08-18","914",,
Bolivia,"2013-05-12","221","0.019",
Spain,"2007-09-30","30",,
Norway,"2015-07-19","25",,
Ukraine,"2006-09-17","278",,
Spain,"2005-07-03","11",,
Poland,"2003-06-29",NA,,
Japan,"2010-09-26","8",,
Mexico,"2012-12-30","1829","0.092",
Australia,"2011-09-11","261",,
Canada,"2008-01-20","2494",,
Norway,"2009-02-15","110",,
New Zealand,"2015-04-05","15",,
Norway,"2014-04-20","58",,
Ukraine,"2009-12-20","889",,
Peru,"2010-12-26","109",,
Mexico,"2015-04-26","1098","0.133",
Japan,"2014-01-12","791",,
Poland,"2010-01-17","44",,
Uruguay,"2012-11-11","83",,
Switzerland,"2005-01-23","320",,
Poland,"2013-03-03","59",,
Peru,"2005-03-20","227",,
Brazil,"2015-08-09","201","0.08",
Chile,"2014-06-08","28",,
Hungary,"2009-12-06","318",,
South Africa,"2006-01-22","1866",,
New Zealand,"2012-10-21","30",,
Austria,"2010-11-14","658",,
Switzerland,"2009-12-20","124",,
Paraguay,"2006-07-09","454",,
Japan,"2010-03-21","10",,
Brazil,"2008-03-16","247","0.447",
Bulgaria,"2006-03-19","1033",,
Australia,"2012-12-02","144",,
Chile,"2010-01-03","1",,
Germany,"2003-12-14","1214",,
Ukraine,"2005-01-23",NA,,
Germany,"2012-01-22","767",,
Paraguay,"2007-03-04","299",,
Switzerland,"2006-09-17","15",,
Chile,"2013-10-20","15",,
Russia,"2010-08-29","367",,
Sweden,"2007-12-09","4",,
Chile,"2013-09-29","15",,
Japan,"2013-05-19","44",,
Russia,"2015-01-18","737",,
Hungary,"2011-03-06","152",,
Australia,"2005-11-06",NA,,
Bulgaria,"2003-10-19",NA,,
Romania,"2010-04-18","588",,
South Africa,"2004-02-08",NA,,
Bolivia,"2008-04-13","406","0.044",
Argentina,"2008-06-08","343","0.017",
Norway,"2011-11-13","64",,
Belgium,"2010-01-24","64",,
Hungary,"2003-06-15",NA,,
Canada,"2004-09-05","1014",,
Canada,"2005-05-22","1182",,
Switzerland,"2003-12-28","504",,
South Africa,"2005-11-27",NA,,
Japan,"2014-04-06","239",,
Uruguay,"2006-05-07","120",,
Brazil,"2005-12-18","172","0.043",
Spain,"2010-05-23","7",,
Peru,"2003-08-17","383",,
Uruguay,"2003-09-21","162",,
Germany,"2015-02-15","2557",,
Japan,"2007-03-11","750",,
Uruguay,"2014-10-19","112",,
Peru,"2003-06-08","358",,
Germany,"2007-10-21","1061",,
Hungary,"2008-07-27","36",,
Austria,"2014-12-07","1360",,
Uruguay,"2010-08-08","131",,
Mexico,"2015-07-12","1057","0.229",
Belgium,"2007-06-17","15",,
Peru,"2015-04-12","137",,
Belgium,"2013-11-24","121",,
Norway,"2014-05-11","64",,
Austria,"2006-12-31","858",,
Mexico,"2004-05-16","852","0.06",
Austria,"2003-05-04",NA,,
Belgium,"2003-02-02",NA,,
Mexico,"2015-02-08","1869","0.09",
South Africa,"2011-06-19","3679",,
Peru,"2009-12-13","151",,
Japan,"2009-08-09","102",,
Romania,"2005-03-27","1117",,
Poland,"2006-04-09","82",,
Hungary,"2012-07-08","30",,
Mexico,"2014-11-23","1611","0.252",
Sweden,"2008-12-14","6",,
Sweden,"2005-08-07",NA,,
Norway,"2010-06-06","29",,
Japan,"2014-01-05","469",,
New Zealand,"2004-02-15",NA,,
Ukraine,"2005-07-10",NA,,
Austria,"2005-04-03","629",,
Australia,"2003-09-14",NA,,
Canada,"2005-02-06","3526",,
Russia,"2011-03-27","496",,
Ukraine,"2003-05-18",NA,,
Romania,"2007-08-26","560",,
Australia,"2008-12-21","141",,
Bulgaria,"2009-01-25","1183",,
United States,"2006-05-28","884",,
Switzerland,"2003-05-18",NA,,
Switzerland,"2005-07-10","10",,
Russia,"2010-07-11","193",,
Bulgaria,"2012-03-25","324",,
Belgium,"2003-07-20",NA,,
Austria,"2012-05-27","495",,
United States,"2014-06-01","1155",,
South Africa,"2014-05-25","3338",,
Netherlands,"2005-12-18","26",,
New Zealand,"2004-10-31",NA,,
Paraguay,"2012-02-12","90",,
Spain,"2011-05-01","6",,
Russia,"2012-11-04","680",,
Spain,"2003-07-06",NA,,
United States,"2012-01-15","2411",,
Germany,"2003-08-24",NA,,
United States,"2008-07-13","638",,
Bulgaria,"2006-09-24","580",,
Chile,"2012-07-22","15",,
South Africa,"2008-11-09","1976",,
Peru,"2004-07-11","349",,
Argentina,"2015-02-22","78","0.034",
Mexico,"2006-06-04","776","0.071",
Paraguay,"2006-02-05","245",,
Russia,"2004-11-14","339",,
South Africa,"2005-02-27",NA,,
Romania,"2012-11-18","625",,
Japan,"2008-08-03","2",,
Mexico,"2007-05-06","1040","0.056",
Canada,"2014-09-14","1648",,
Bulgaria,"2008-06-29","362",,
South Africa,"2010-07-25","3403",,
Ukraine,"2006-04-02","412",,
Brazil,"2003-07-27","225","0.013",
Belgium,"2006-11-05","65",,
Netherlands,"2004-07-25","11",,
Russia,"2015-02-01","1219",,
Sweden,"2007-11-25","2",,
South Africa,"2007-05-20","2947",,
Bulgaria,"2008-08-03","234",,
Chile,"2010-08-01","10",,
New Zealand,"2007-09-09","53",,
Austria,"2010-02-28","742",,
Australia,"2009-09-27","193",,
Japan,"2008-06-29","2",,
Russia,"2005-01-02","401",,
Hungary,"2014-07-06","30",,
Paraguay,"2008-09-21","313",,
Austria,"2009-05-03","624",,
United States,"2004-01-25","1396",,
Argentina,"2012-02-05","56","0.077",
Poland,"2011-11-06","28",,
Japan,"2012-03-25","276",,
Poland,"2008-11-30","61",,
Germany,"2004-03-21","938",,
Netherlands,"2006-07-16","14",,
Paraguay,"2012-10-07","153",,
Japan,"2009-01-25","1376",,
Hungary,"2006-07-30","39",,
Argentina,"2009-07-12","238","0.128",
Norway,"2008-12-07","63",,
Germany,"2015-03-08","1448",,
New Zealand,"2006-10-29","21",,
Switzerland,"2009-03-01","76",,
Japan,"2006-09-24","3",,
Peru,"2003-02-23","274",,
Paraguay,"2005-05-08",NA,,
Austria,"2013-01-06","1175",,
Paraguay,"2013-05-05","229",,
Uruguay,"2015-01-25","77",,
Argentina,"2013-06-16","221","0.039",
Austria,"2006-12-10","803",,
Ukraine,"2009-03-01","753",,
Norway,"2012-08-05","19",,
Austria,"2008-10-12","886",,
Bulgaria,"2014-01-05","999",,
Paraguay,"2012-04-29","179",,
France,"2013-04-14","14",,
France,"2011-02-27","33",,
Bulgaria,"2009-08-09","342",,
Uruguay,"2004-05-30","151",,
Uruguay,"2011-05-08","84",,
Germany,"2014-03-30","768",,
Netherlands,"2003-07-27",NA,,
France,"2008-07-20","4",,
Hungary,"2007-01-21","190",,
Brazil,"2004-07-25","282","0.017",
Uruguay,"2010-07-18","105",,
Hungary,"2013-08-25","29",,
Canada,"2011-06-05","606",,
New Zealand,"2003-08-03",NA,,
Uruguay,"2015-07-26","225",,
Paraguay,"2004-03-28",NA,,
Bulgaria,"2014-04-06","376",,
United States,"2013-11-10","1628",,
Romania,"2004-05-23","613",,
South Africa,"2013-12-29","2422",,
Chile,"2005-12-25","2",,
Sweden,"2015-08-02","2",,
Australia,"2010-05-30","230",,
Switzerland,"2006-04-02","48",,
Austria,"2009-04-05","616",,
Germany,"2012-05-13","440",,
Bolivia,"2015-05-17","248","0.02",
France,"2004-10-03","51",,
Hungary,"2014-12-14","81",,
Austria,"2011-05-29","390",,
Bulgaria,"2007-03-11","709",,
Brazil,"2006-07-16","302","0.045",
Peru,"2010-02-14","121",,
New Zealand,"2014-01-19","13",,
Germany,"2003-01-19",NA,,
Belgium,"2009-08-02","89",,
Australia,"2012-01-08","122",,
Austria,"2003-12-07","719",,
Japan,"2003-10-19",NA,,
Netherlands,"2007-02-04","46",,
Australia,"2004-04-04",NA,,
Mexico,"2014-04-27","1003","0.11",
Bolivia,"2007-04-08","411","0.093",
South Africa,"2004-01-11",NA,,
Belgium,"2004-06-13","19",,
Poland,"2013-09-15","22",,
Sweden,"2007-04-01","3",,
Argentina,"2003-11-09","166","0.027",
Poland,"2003-08-10",NA,,
Germany,"2009-06-28","352",,
Japan,"2006-03-19","34",,
Russia,"2011-10-09","458",,
Uruguay,"2004-04-25","132",,
United States,"2012-10-14","2391",,
New Zealand,"2010-09-05","52",,
Poland,"2013-01-20","268",,
Spain,"2006-05-14","23",,
Uruguay,"2006-03-12","79",,
Brazil,"2013-03-17","165","0.421",
Bulgaria,"2010-03-21","476",,
Bolivia,"2009-10-11","271","0.049",
Russia,"2007-09-23","427",,
Switzerland,"2011-04-24","7",,
Spain,"2014-11-02","15",,
Australia,"2007-12-30","141",,
Bulgaria,"2013-05-19","184",,
France,"2006-08-20","8",,
Poland,"2008-11-23","43",,
Chile,"2011-02-13","2",,
Romania,"2007-03-18","817",,
Brazil,"2014-02-16","123","0.115",
Brazil,"2006-12-24","156","0.059",
Russia,"2007-07-15","134",,
Australia,"2014-08-10","2387",,
Spain,"2011-01-23","69",,
Ukraine,"2011-04-24","293",,
Canada,"2004-05-02","786",,
New Zealand,"2012-07-15","132",,
Russia,"2004-07-18",NA,,
Bulgaria,"2010-09-26","470",,
Poland,"2009-05-31","25",,
United States,"2006-10-22","1445",,
New Zealand,"2005-05-15",NA,,
Poland,"2003-10-26",NA,,
South Africa,"2009-08-30","3958",,
Poland,"2005-04-17","59",,
South Africa,"2011-02-20","2004",,
Brazil,"2007-02-04","165","0.13",
Paraguay,"2004-11-21",NA,,
Bulgaria,"2014-01-12","1516",,
Norway,"2011-09-25","64",,
Sweden,"2007-02-25","19",,
Canada,"2006-10-08","1758",,
Germany,"2004-06-27","425",,
Germany,"2011-08-21","256",,
Bolivia,"2007-11-18","319","0.015",
Netherlands,"2014-02-16","44",,
Netherlands,"2006-12-24","27",,
Germany,"2004-12-26","1288",,
Austria,"2003-05-25",NA,,
Bulgaria,"2012-09-23","188",,
Bolivia,"2005-06-05","401","0.024",
Australia,"2009-05-10","438",,
Belgium,"2007-01-07","113",,
Romania,"2004-12-12","755",,
Mexico,"2008-12-28","1424","0.06",
Netherlands,"2013-03-17","56",,
Belgium,"2010-07-11","8",,
Spain,"2003-10-19","46",,
Brazil,"2003-03-02","177","0.142",
Argentina,"2013-12-08","75","0.039",
Austria,"2010-07-18","406",,
Romania,"2006-09-17","660",,
Poland,"2006-08-06","13",,
Russia,"2003-07-20",NA,,
South Africa,"2009-02-15","2490",,
France,"2005-07-24","10",,
Australia,"2003-08-31",NA,,
Uruguay,"2008-10-12","115",,
South Africa,"2014-04-20","3123",,
Austria,"2011-05-08","443",,
Romania,"2009-12-20","897",,
Germany,"2014-12-21","1066",,
Belgium,"2012-11-04","59",,
Argentina,"2010-02-07","70","0.251",
Austria,"2004-05-30","441",,
Japan,"2006-05-14","6",,
Uruguay,"2009-04-05","81",,
Norway,"2009-01-04","236",,
Norway,"2004-08-08",NA,,
Hungary,"2015-04-26","47",,
Romania,"2003-12-28","1142",,
South Africa,"2015-07-19","2751",,
New Zealand,"2014-10-12","52",,
Ukraine,"2014-03-16","481",,
France,"2011-05-15","2",,
Brazil,"2012-08-12","160","0.053",
Spain,"2006-03-19","114",,
Belgium,"2004-11-14","67",,
Uruguay,"2011-05-29","109",,
Chile,"2006-11-12","5",,
Austria,"2015-07-26","519",,
Hungary,"2012-12-30","70",,
Australia,"2006-09-03","570",,
New Zealand,"2006-06-25","80",,
South Africa,"2013-04-28","2683",,
Brazil,"2003-06-22","279","0.073",
Switzerland,"2010-04-18","7",,
Poland,"2010-12-05","32",,
Australia,"2009-05-17","504",,
Japan,"2014-11-02","47",,
Peru,"2004-03-14","301",,
Ukraine,"2009-11-01","1240",,
Sweden,"2005-06-19",NA,,
Uruguay,"2010-02-28","56",,
Poland,"2006-05-21","24",,
Bulgaria,"2005-07-03","468",,
Germany,"2012-04-01","574",,
Switzerland,"2009-11-01","140",,
South Africa,"2011-11-13","1790",,
Ukraine,"2010-04-18","269",,
Uruguay,"2009-05-03","135",,
Japan,"2011-01-23","918",,
Canada,"2007-02-11","3456",,
New Zealand,"2013-01-27","12",,
France,"2005-05-01","10",,
New Zealand,"2011-07-03","60",,
Norway,"2004-02-08",NA,,
Switzerland,"2014-03-16","98",,
Netherlands,"2003-03-02",NA,,
Bolivia,"2012-08-26","245","0.014",
Mexico,"2009-12-06","1376","0.24",
Paraguay,"2013-10-06","271",,
Bolivia,"2005-01-16","273","0.02",
Russia,"2003-02-02",NA,,
Russia,"2013-11-24","502",,
Russia,"2007-06-17","125",,
Netherlands,"2003-06-22",NA,,
United States,"2014-06-08","1071",,
Mexico,"2003-06-15",NA,"0.074",
Romania,"2005-01-23","747",,
Austria,"2015-01-25","2465",,
Uruguay,"2006-12-10","110",,
Uruguay,"2013-01-06","63",,
United States,"2010-01-03","2169",,
Belgium,"2011-03-27","58",,
Mexico,"2011-03-06","1472","0.079",
Bolivia,"2009-07-05","266","0.048",
Paraguay,"2014-06-22","324",,
Australia,"2008-02-24","206",,
Norway,"2006-01-22","40",,
United States,"2013-10-20","1445",,
Paraguay,"2014-03-02","150",,
Australia,"2013-10-13","288",,
United States,"2013-09-29","1363",,
Netherlands,"2012-08-12","14",,
Canada,"2009-03-15","2294",,
Bulgaria,"2007-09-30","475",,
Peru,"2012-06-24","148",,
Mexico,"2008-07-27","698","0.128",
Bolivia,"2003-04-20","537","0.147",
Hungary,"2015-07-12","22",,
Canada,"2009-12-27","2199",,
Peru,"2010-11-07","197",,
Hungary,"2015-02-08","1121",,
Poland,"2005-09-11","23",,
Poland,"2007-11-11","52",,
Ukraine,"2005-03-27",NA,,
Hungary,"2004-05-16",NA,,
Poland,"2003-01-12",NA,,
Ukraine,"2007-08-26","272",,
Poland,"2008-05-18","23",,
Argentina,"2005-09-18","194","0.019",
South Africa,"2010-06-06","3117",,
Canada,"2012-03-11","2495",,
Romania,"2005-07-10","621",,
Bolivia,"2003-11-16","424","0.031",
New Zealand,"2012-06-10","62",,
Belgium,"2010-08-29","21",,
Germany,"2003-03-23",NA,,
Spain,"2008-06-29","7",,
Romania,"2003-05-18","639",,
Canada,"2010-06-13","592",,
Spain,"2009-01-25","72",,
Argentina,"2007-02-18","111","0.092",
South Africa,"2014-05-11","3088",,
Norway,"2011-06-19","21",,
Belgium,"2015-01-18","723",,
Paraguay,"2008-06-15","491",,
Switzerland,"2012-11-18","50",,
Spain,"2012-03-25","25",,
Sweden,"2015-01-11","7",,
Sweden,"2011-07-24","0",,
Netherlands,"2011-08-14","12",,
Germany,"2010-04-25","472",,
Russia,"2010-01-24","615",,
Bulgaria,"2011-05-01","295",,
Hungary,"2014-11-23","65",,
Bulgaria,"2003-07-06",NA,,
Norway,"2005-11-27","69",,
Uruguay,"2003-05-25","118",,
Spain,"2006-09-24","33",,
Canada,"2015-05-31","977",,
Mexico,"2012-07-08","750","0.141",
Paraguay,"2013-12-15","176",,
France,"2009-11-22","801",,
Sweden,"2010-03-28","2",,
Norway,"2005-02-27","72",,
Argentina,"2007-10-07","171","0.029",
Poland,"2010-01-10","51",,
Australia,"2015-03-01","298",,
Uruguay,"2003-12-07","130",,
Peru,"2014-10-26","127",,
Sweden,"2010-06-27","1",,
Norway,"2008-11-09","30",,
Canada,"2013-09-08","1016",,
Australia,"2004-01-04",NA,,
Paraguay,"2008-02-10","155",,
Russia,"2014-08-24","298",,
Ukraine,"2012-11-18","459",,
Chile,"2006-05-28","5",,
Bulgaria,"2010-05-23","314",,
Peru,"2005-08-28","391",,
Brazil,"2011-08-14","171","0.074",
Argentina,"2010-10-17","154","0.082",
Canada,"2008-09-28","1422",,
Switzerland,"2007-08-26","12",,
Germany,"2004-08-22","396",,
Canada,"2008-03-30","2365",,
Chile,"2014-06-01","19",,
Hungary,"2007-05-06","43",,
Canada,"2011-06-12","518",,
France,"2007-10-14","55",,
Austria,"2004-04-25","531",,
Hungary,"2006-06-04","40",,
Peru,"2007-06-24","272",,
Poland,"2004-09-26","19",,
Norway,"2014-05-25","48",,
Canada,"2007-11-04","1717",,
Switzerland,"2005-03-27","30",,
Chile,"2012-01-15","2",,
Chile,"2008-07-13","8",,
United States,"2012-07-22","869",,
Austria,"2006-03-12","1021",,
Argentina,"2004-08-01","178","0.017",
Netherlands,"2012-07-29","18",,
New Zealand,"2005-02-13",NA,,
Poland,"2013-04-21","28",,
Bolivia,"2002-12-29",NA,"0.101",
Spain,"2014-04-06","26",,
South Africa,"2008-12-07","1928",,
Mexico,"2014-07-06","947","0.194",
Bolivia,"2007-07-08","319","0.017",
Japan,"2010-05-23","6",,
New Zealand,"2006-04-23","14",,
Belgium,"2004-07-18","13",,
Canada,"2013-12-22","4946",,
Australia,"2008-06-22","454",,
Uruguay,"2010-11-14","104",,
Brazil,"2014-02-02","105","0.092",
Spain,"2007-03-11","34",,
Bolivia,"2008-01-27","225","0.03",
Brazil,"2006-07-23","288","0.046",
Canada,"2005-04-24","1509",,
Spain,"2014-01-05","294",,
Paraguay,"2011-12-25","99",,
Norway,"2007-05-20","15",,
Spain,"2009-08-09","57",,
Romania,"2006-04-02","887",,
Switzerland,"2004-05-23","6",,
Russia,"2007-01-07","337",,
United States,"2010-08-01","757",,
Australia,"2014-02-09","132",,
Bolivia,"2014-05-18","223","0.023",
Bolivia,"2013-02-10","103","0.013",
Sweden,"2010-05-02","2",,
Mexico,"2006-07-30","737","0.106",
Chile,"2004-01-25","1",,
Argentina,"2010-05-09","163","0.087",
Norway,"2010-07-25","21",,
Sweden,"2010-10-03","2",,
Argentina,"2005-04-10","162","0.024",
Paraguay,"2010-09-12","212",,
Russia,"2009-08-02","216",,
Canada,"2013-12-01","2354",,
Uruguay,"2010-10-24","113",,
Ukraine,"2004-05-23",NA,,
Norway,"2013-12-29","113",,
France,"2006-11-26","63",,
Chile,"2013-11-10","9",,
Mexico,"2007-01-21","2911","0.058",
Netherlands,"2006-07-23","14",,
Netherlands,"2014-02-02","52",,
United States,"2005-12-25","2915",,
Australia,"2004-02-22",NA,,
Japan,"2003-07-06",NA,,
Germany,"2010-12-12","920",,
Brazil,"2012-07-29","160","0.061",
Paraguay,"2006-01-08","257",,
Austria,"2008-02-17","1117",,
Sweden,"2005-06-12",NA,,
Japan,"2011-05-01","52",,
Russia,"2004-06-13",NA,,
Belgium,"2011-10-09","55",,
Romania,"2009-03-01","1026",,
Belgium,"2007-09-23","70",,
Canada,"2004-11-28","2345",,
Mexico,"2014-12-14","2109","0.135",
Austria,"2012-11-11","850",,
Spain,"2008-08-03","8",,
Mexico,"2013-08-25","898","0.361",
France,"2011-08-07","2",,
Belgium,"2007-07-15","18",,
South Africa,"2012-08-05","3858",,
Hungary,"2014-04-27","42",,
Argentina,"2013-09-22","130","0.027",
Chile,"2012-10-14","11",,
Poland,"2006-02-19","79",,
Spain,"2012-09-23","21",,
Poland,"2014-09-28","32",,
Japan,"2007-09-30","4",,
Ukraine,"2007-03-18","443",,
Paraguay,"2010-05-16","237",,
Sweden,"2010-10-10","2",,
United States,"2011-02-13","4077",,
Uruguay,"2012-05-27","109",,
Argentina,"2006-04-16","152","0.041",
Norway,"2004-01-11",NA,,
Bulgaria,"2011-01-23","2430",,
Argentina,"2006-04-30","185","0.029",
Japan,"2005-07-03","2",,
Switzerland,"2004-12-12","38",,
Sweden,"2006-12-17","2",,
Spain,"2010-09-26","15",,
New Zealand,"2009-01-11","8",,
Canada,"2006-09-10","1118",,
Argentina,"2014-07-20","227","0.019",
New Zealand,"2011-12-11","12",,
Bolivia,"2012-06-03","250","0.016",
Peru,"2008-09-07","293",,
Argentina,"2007-07-01","379","0.024",
Spain,"2014-01-12","349",,
Uruguay,"2014-12-07","73",,
Austria,"2010-08-08","462",,
Austria,"2014-10-19","1062",,
Belgium,"2015-02-01","2776",,
Uruguay,"2003-05-04","116",,
Poland,"2003-02-09",NA,,
Bulgaria,"2006-05-14","864",,
Uruguay,"2006-12-31","82",,
Russia,"2006-11-05","340",,
Peru,"2012-10-28","128",,
Spain,"2010-03-21","8",,
Belgium,"2005-01-02","203",,
Paraguay,"2006-03-26","209",,
Austria,"2006-05-07","565",,
Bulgaria,"2014-11-02","556",,
Spain,"2013-05-19","17",,
Poland,"2013-03-31","64",,
Ukraine,"2004-12-12",NA,,
Austria,"2003-09-21",NA,,
Norway,"2011-02-20","97",,
Switzerland,"2007-03-18","45",,
Poland,"2006-11-19","47",,
Peru,"2014-09-21","141",,
South Africa,"2011-09-25","2724",,
Uruguay,"2005-04-03","83",,
Sweden,"2005-12-11","3",,
Poland,"2006-03-05","116",,
Norway,"2009-08-30","264",,
Romania,"2011-04-24","614",,
Hungary,"2008-12-28","87",,
Chile,"2006-10-22","4",,
Paraguay,"2009-02-08","126",,
New Zealand,"2014-12-28","21",,
Australia,"2005-11-20",NA,,
Brazil,"2014-05-11","245","0.34",
Spain,"2003-10-12","43",,
Switzerland,"2012-03-18","100",,
Uruguay,"2009-07-05","256",,
Sweden,"2009-01-11","17",,
Argentina,"2004-05-09","198","0.041",
Sweden,"2011-12-11","4",,
France,"2011-09-04","2",,
Paraguay,"2014-08-03","352",,
Hungary,"2006-04-09","85",,
Poland,"2012-07-08","11",,
Belgium,"2014-08-17","21",,
Argentina,"2013-08-04","164","0.036",
Canada,"2005-09-04","1050",,
Peru,"2005-10-30","367",,
Canada,"2004-10-17","1924",,
Bulgaria,"2009-03-22","761",,
Bolivia,"2006-12-10","312","0.012",
Bolivia,"2013-01-06","119","0.012",
New Zealand,"2006-12-17","7",,
Japan,"2009-10-04","539",,
Norway,"2005-12-18","54",,
Mexico,"2008-05-18","849","0.079",
Paraguay,"2011-01-02","148",,
Romania,"2007-08-05","604",,
Germany,"2011-01-30","1469",,
Germany,"2008-05-25","425",,
Uruguay,"2005-01-16","84",,
Peru,"2015-03-22","113",,
Canada,"2007-04-15","1513",,
Mexico,"2003-01-12",NA,"0.071",
New Zealand,"2010-10-10","32",,
Uruguay,"2012-08-26","132",,
Spain,"2013-07-21","7",,
Australia,"2010-12-19","111",,
Poland,"2008-07-27","10",,
Brazil,"2010-06-06","223","0.213",
Bolivia,"2009-05-03","387","0.164",
Bolivia,"2010-02-28","164","0.092",
Romania,"2013-02-03","821",,
Argentina,"2010-03-07","71","0.316",
Mexico,"2005-09-11","786","0.177",
Mexico,"2007-11-11","1429","0.287",
Russia,"2006-01-29","304",,
France,"2003-04-27",NA,,
Mexico,"2004-09-26","874","0.135",
Chile,"2015-06-07","16",,
South Africa,"2011-08-14","3051",,
Sweden,"2014-12-28","7",,
Australia,"2009-06-14","1176",,
Bulgaria,"2006-08-13","480",,
Peru,"2005-10-09","382",,
Bolivia,"2011-05-29","272","0.046",
Germany,"2010-02-21","979",,
Netherlands,"2014-05-11","21",,
United States,"2008-08-17","710",,
Austria,"2015-05-17","648",,
Argentina,"2008-10-05","182","0.017",
New Zealand,"2005-12-11",NA,,
Bolivia,"2009-04-05","413","0.179",
Japan,"2007-06-10","4",,
Netherlands,"2010-06-06","12",,
Canada,"2013-10-27","1968",,
Chile,"2007-04-22","8",,
Canada,"2005-08-21","835",,
Spain,"2010-04-04","8",,
Bolivia,"2008-10-12","300","0.014",
Argentina,"2009-07-19","158","0.106",
United States,"2005-12-04","1806",,
Ukraine,"2012-03-18","517",,
Peru,"2005-11-13","358",,
Mexico,"2010-01-10","1518","0.096",
Germany,"2012-09-16","627",,
Austria,"2009-10-11","812",,
France,"2010-09-19","27",,
Germany,"2006-12-03","1006",,
Hungary,"2003-06-29",NA,,
Brazil,"2015-07-19","213","0.09",
United States,"2005-09-25","1177",,
New Zealand,"2010-05-02","28",,
South Africa,"2012-08-12","4232",,
Mexico,"2010-12-05","1678","0.138",
France,"2005-05-29","9",,
New Zealand,"2010-10-03","29",,
Canada,"2006-06-11","951",,
Belgium,"2007-06-03","29",,
Germany,"2015-01-04","1117",,
Brazil,"2013-04-28","219","0.32",
South Africa,"2003-06-22",NA,,
Hungary,"2010-01-17","91",,
Paraguay,"2011-09-18","175",,
France,"2014-11-30","58",,
Australia,"2013-02-24","188",,
United States,"2005-07-31","693",,
Japan,"2008-08-10","2",,
Hungary,"2013-03-03","254",,
Japan,"2004-10-24","14",,
South Africa,"2003-03-02",NA,,
Bolivia,"2003-12-07","368","0.016",
United States,"2004-11-07","1819",,
France,"2013-05-26","8",,
Canada,"2012-02-19","2583",,
Brazil,"2009-02-15","164","0.252",
Brazil,"2014-04-20","210","0.458",
Sweden,"2005-02-13",NA,,
Japan,"2013-11-03","48",,
Netherlands,"2011-11-13","43",,
Japan,"2013-06-09","10",,
Austria,"2007-04-08","643",,
Belgium,"2009-10-18","591",,
Mexico,"2006-08-06","790","0.103",
Sweden,"2006-04-23","3",,
Austria,"2005-06-05","519",,
Poland,"2011-03-06","102",,
Bolivia,"2003-05-25","547","0.064",
Netherlands,"2013-04-28","21",,
France,"2011-10-30","25",,
United States,"2008-09-14","1114",,
Romania,"2012-08-19","527",,
Austria,"2007-11-18","825",,
Peru,"2013-08-11","147",,
Netherlands,"2015-07-19","13",,
Russia,"2007-05-27","200",,
France,"2007-05-13","6",,
Poland,"2003-06-15",NA,,
Russia,"2010-10-31","419",,
Norway,"2015-08-09","32",,
Spain,"2011-03-13","16",,
Norway,"2008-03-16","43",,
Japan,"2010-01-31","110",,
Argentina,"2003-10-05","205","0.019",
Bulgaria,"2004-12-19","715",,
Uruguay,"2003-11-16","138",,
Germany,"2011-04-17","465",,
Netherlands,"2014-04-20","35",,
Poland,"2009-12-06","194",,
Netherlands,"2009-02-15","56",,
Peru,"2004-02-29","208",,
Belgium,"2003-03-30",NA,,
New Zealand,"2005-06-12",NA,,
Brazil,"2011-11-13","132","0.09",
Australia,"2009-11-08","144",,
Bulgaria,"2007-08-19","344",,
Canada,"2006-07-02","785",,
Spain,"2009-02-22","29",,
Mexico,"2006-05-21","894","0.063",
Uruguay,"2003-04-20","106",,
Romania,"2012-05-06","488",,
Russia,"2015-06-28","223",,
Australia,"2013-06-30","492",,
New Zealand,"2011-07-24","68",,
Ukraine,"2015-03-15","517",,
Peru,"2012-07-01","153",,
Hungary,"2013-01-20","128",,
Germany,"2009-04-12","557",,
Netherlands,"2011-09-25","24",,
Hungary,"2008-11-23","62",,
Belgium,"2011-06-26","9",,
Spain,"2011-01-09","170",,
Japan,"2007-08-19","2",,
United States,"2008-04-27","1046",,
New Zealand,"2015-01-11","15",,
Romania,"2004-09-19","672",,
United States,"2009-02-01","3116",,
France,"2006-10-15","48",,
Mexico,"2014-09-28","1158","0.362",
Norway,"2014-02-16","134",,
Norway,"2006-12-24","21",,
Chile,"2008-07-06","8",,
Russia,"2004-02-01",NA,,
Argentina,"2013-11-17","93","0.053",
Sweden,"2012-06-10","1",,
Norway,"2013-03-17","119",,
Austria,"2013-05-12","638",,
Japan,"2004-12-19","43",,
Bulgaria,"2010-01-31","585",,
Peru,"2008-04-06","246",,
Hungary,"2013-09-15","54",,
